, format: day,hour,tem
6185,15,900.0,2.9
6186,15,1000.0,2.9
6187,15,1100.0,3.2
6188,15,1200.0,3.4
6189,15,1300.0,2.9
6190,15,1400.0,2.7
6191,15,1500.0,2.7
6192,15,1600.0,2.5
6193,15,1700.0,2.0
6194,15,1800.0,1.8
6195,15,1900.0,1.6
6196,15,2000.0,1.4
6197,15,2100.0,1.9
6198,15,2200.0,3.2
6199,15,2300.0,4.6
6200,16,0.0,5.8
6201,16,100.0,6.9
6202,16,200.0,7.2
6203,16,300.0,7.0
6204,16,400.0,7.8
6205,16,500.0,7.4
6206,16,600.0,6.6
6207,16,700.0,6.2
6208,16,800.0,5.7
6209,16,900.0,5.4
6210,16,1000.0,5.3
6211,16,1100.0,4.8
6212,16,1200.0,4.4
6213,16,1300.0,4.2
6214,16,1400.0,4.3
6215,16,1500.0,4.1
6216,16,1600.0,3.9
6217,16,1700.0,3.9
6218,16,1800.0,3.3
6219,16,1900.0,3.3
6220,16,2000.0,3.5
6221,16,2100.0,3.7
6222,16,2200.0,4.4
6223,16,2300.0,5.0
6224,17,0.0,6.3
6225,17,100.0,7.4
6226,17,200.0,8.6
6227,17,300.0,10.4
6228,17,400.0,10.5
6229,17,500.0,10.7
6230,17,600.0,8.8
6231,17,700.0,8.5
6232,17,800.0,7.2
6233,17,900.0,6.1
6234,17,1000.0,5.6
6235,17,1100.0,5.0
6236,17,1200.0,4.6
6237,17,1300.0,4.1
6238,17,1400.0,4.2
6239,17,1500.0,3.9
6240,17,1600.0,3.6
6241,17,1700.0,3.6
6242,17,1800.0,3.3
6243,17,1900.0,2.9
6244,17,2000.0,2.6
6245,17,2100.0,2.4
6246,17,2200.0,3.7
6247,17,2300.0,5.8
6248,18,0.0,8.4
6249,18,100.0,10.1
6250,18,200.0,9.9
6251,18,300.0,9.1
6252,18,400.0,9.9
6253,18,500.0,9.7
6254,18,600.0,9.2
6255,18,700.0,8.1
6256,18,800.0,7.4
6257,18,900.0,6.7
6258,18,1000.0,6.4
6259,18,1100.0,6.3
6260,18,1200.0,6.0
6261,18,1300.0,6.4
6262,18,1400.0,5.9
6263,18,1500.0,5.6
6264,18,1600.0,5.2
6265,18,1700.0,4.9
6266,18,1800.0,4.7
6267,18,1900.0,4.4
6268,18,2000.0,4.5
6269,18,2100.0,4.5
6270,18,2200.0,6.5
6271,18,2300.0,8.6
6272,19,0.0,10.4
6273,19,100.0,11.0
6274,19,200.0,10.9
6275,19,300.0,11.5
6276,19,400.0,12.1
6277,19,500.0,11.8
6278,19,600.0,11.3
6279,19,700.0,10.9
6280,19,800.0,9.2
6281,19,900.0,8.6
6282,19,1000.0,8.4
6283,19,1100.0,8.0
6284,19,1200.0,8.0
6285,19,1300.0,7.8
6286,19,1400.0,8.0
6287,19,1500.0,8.2
6288,19,1600.0,8.2
6289,19,1700.0,8.0
6290,19,1800.0,7.7
6291,19,1900.0,7.8
6292,19,2000.0,8.1
6293,19,2100.0,8.4
6294,19,2200.0,7.5
6295,19,2300.0,9.8
6296,20,0.0,10.8
6297,20,100.0,11.8
6298,20,200.0,13.0
6299,20,300.0,13.3
6300,20,400.0,12.0
6301,20,500.0,11.7
6302,20,600.0,11.2
6303,20,700.0,11.3
6304,20,800.0,10.7
6305,20,900.0,10.3
6306,20,1000.0,10.0
6307,20,1100.0,9.9
6308,20,1200.0,9.7
6309,20,1300.0,9.7
6310,20,1400.0,9.7
6311,20,1500.0,10.1
6312,20,1600.0,9.3
6313,20,1700.0,8.1
6314,20,1800.0,7.2
6315,20,1900.0,6.9
6316,20,2000.0,7.0
6317,20,2100.0,7.2
6318,20,2200.0,7.9
6319,20,2300.0,7.9
6320,21,0.0,7.9
6321,21,100.0,9.9
6322,21,200.0,10.0
6323,21,300.0,8.8
6324,21,400.0,8.0
6325,21,500.0,7.7
6326,21,600.0,6.4
6327,21,700.0,6.4
6328,21,800.0,6.2
6329,21,900.0,4.2
6330,21,1000.0,3.8
6331,21,1100.0,3.5
6332,21,1200.0,2.8
6333,21,1300.0,2.5
6334,21,1400.0,2.2
6335,21,1500.0,2.0
6336,21,1600.0,1.5
6337,21,1700.0,1.2
6338,21,1800.0,0.8
6339,21,1900.0,0.4
6340,21,2000.0,0.2
6341,21,2100.0,0.0
6342,21,2200.0,0.5
6343,21,2300.0,1.2
6344,22,0.0,2.4
6345,22,100.0,3.3
6346,22,200.0,4.3
6347,22,300.0,5.5
6348,22,400.0,6.2
6349,22,500.0,7.0
6350,22,600.0,7.0
6351,22,700.0,6.7
6352,22,800.0,5.8
6353,22,900.0,5.0
6354,22,1000.0,4.7
6355,22,1100.0,4.3
6356,22,1200.0,3.6
6357,22,1300.0,3.2
6358,22,1400.0,2.6
6359,22,1500.0,2.2
6360,22,1600.0,1.9
6361,22,1700.0,1.5
6362,22,1800.0,1.6
6363,22,1900.0,1.3
6364,22,2000.0,2.0
6365,22,2100.0,2.4
6366,22,2200.0,4.5
6367,22,2300.0,5.2
6368,23,0.0,6.3
6369,23,100.0,6.0
6370,23,200.0,3.3
6371,23,300.0,6.4
6372,23,400.0,6.4
6373,23,500.0,6.8
6374,23,600.0,7.2
6375,23,700.0,6.4
6376,23,800.0,5.5
6377,23,900.0,4.6
6378,23,1000.0,4.2
6379,23,1100.0,4.0
6380,23,1200.0,3.6
6381,23,1300.0,3.3
6382,23,1400.0,3.0
6383,23,1500.0,2.8
6384,23,1600.0,2.7
6385,23,1700.0,2.5
6386,23,1800.0,2.3
6387,23,1900.0,2.0
6388,23,2000.0,2.0
6389,23,2100.0,2.1
6390,23,2200.0,3.7
6391,23,2300.0,5.1
6392,24,0.0,6.7
6393,24,100.0,7.3
6394,24,200.0,7.5
6395,24,300.0,7.5
6396,24,400.0,7.2
6397,24,500.0,6.9
6398,24,600.0,7.1
6399,24,700.0,6.3
6400,24,800.0,5.5
6401,24,900.0,4.5
6402,24,1000.0,4.3
6403,24,1100.0,4.4
6404,24,1200.0,4.0
6405,24,1300.0,3.9
6406,24,1400.0,4.0
6407,24,1500.0,3.6
6408,24,1600.0,3.5
6409,24,1700.0,3.6
6410,24,1800.0,3.9
6411,24,1900.0,3.9
6412,24,2000.0,4.0
6413,24,2100.0,4.1
6414,24,2200.0,5.0
6415,24,2300.0,6.4
6416,25,0.0,7.9
6417,25,100.0,9.3
6418,25,200.0,10.7
6419,25,300.0,10.8
6420,25,400.0,11.0
6421,25,500.0,10.4
6422,25,600.0,11.0
6423,25,700.0,10.2
6424,25,800.0,9.0
6425,25,900.0,8.5
6426,25,1000.0,8.2
6427,25,1100.0,7.9
6428,25,1200.0,7.6
6429,25,1300.0,7.2
6430,25,1400.0,7.3
6431,25,1500.0,7.3
6432,25,1600.0,7.3
6433,25,1700.0,7.2
6434,25,1800.0,7.3
6435,25,1900.0,7.4
6436,25,2000.0,7.3
6437,25,2100.0,7.1
6438,25,2200.0,7.2
6439,25,2300.0,9.3
6440,26,0.0,10.0
6441,26,100.0,11.0
6442,26,200.0,11.6
6443,26,300.0,12.7
6444,26,400.0,12.9
6445,26,500.0,13.4
6446,26,600.0,12.7
6447,26,700.0,11.6
6448,26,800.0,10.8
6449,26,900.0,9.5
6450,26,1000.0,9.1
6451,26,1100.0,8.0
6452,26,1200.0,7.4
6453,26,1300.0,7.3
6454,26,1400.0,7.3
6455,26,1500.0,8.3
6456,26,1600.0,8.5
6457,26,1700.0,8.6
6458,26,1800.0,9.0
6459,26,1900.0,8.8
6460,26,2000.0,9.0
6461,26,2100.0,9.6
6462,26,2200.0,10.0
6463,26,2300.0,11.3
6464,27,0.0,12.5
6465,27,100.0,13.1
6466,27,200.0,13.0
6467,27,300.0,12.9
6468,27,400.0,13.1
6469,27,500.0,11.5
6470,27,600.0,10.4
6471,27,700.0,9.8
6472,27,800.0,9.0
6473,27,900.0,8.5
6474,27,1000.0,8.4
6475,27,1100.0,7.8
6476,27,1200.0,7.5
6477,27,1300.0,6.6
6478,27,1400.0,6.0
6479,27,1500.0,6.0
6480,27,1600.0,6.2
6481,27,1700.0,6.1
6482,27,1800.0,5.5
6483,27,1900.0,5.5
6484,27,2000.0,4.7
6485,27,2100.0,4.8
6486,27,2200.0,5.9
6487,27,2300.0,6.9
6488,28,0.0,8.1
6489,28,100.0,9.1
6490,28,200.0,9.9
6491,28,300.0,11.5
6492,28,400.0,12.0
6493,28,500.0,11.1
6494,28,600.0,10.8
6495,28,700.0,10.0
6496,28,800.0,8.2
6497,28,900.0,7.6
6498,28,1000.0,7.5
6499,28,1100.0,7.2
6500,28,1200.0,7.2
6501,28,1300.0,7.4
6502,28,1400.0,7.8
6503,28,1500.0,6.9
6504,28,1600.0,6.6
6505,28,1700.0,6.1
6506,28,1800.0,6.1
6507,28,1900.0,5.9
6508,28,2000.0,5.9
6509,28,2100.0,5.6
6510,28,2200.0,7.4
6511,28,2300.0,8.4
6512,29,0.0,8.3
6513,29,100.0,9.9
6514,29,200.0,9.7
6515,29,300.0,10.5
6516,29,400.0,10.9
6517,29,500.0,11.2
6518,29,600.0,10.2
6519,29,700.0,10.0
6520,29,800.0,8.5
6521,29,900.0,6.9
6522,29,1000.0,6.7
6523,29,1100.0,6.7
6524,29,1200.0,6.7
6525,29,1300.0,6.6
6526,29,1400.0,6.5
6527,29,1500.0,4.9
6528,29,1600.0,4.5
6529,29,1700.0,4.2
6530,29,1800.0,4.4
6531,29,1900.0,4.5
6532,29,2000.0,4.5
6533,29,2100.0,4.7
6534,29,2200.0,5.1
6535,29,2300.0,5.3
6536,30,0.0,5.4
6537,30,100.0,6.7
6538,30,200.0,6.2
6539,30,300.0,7.0
6540,30,400.0,7.5
6541,30,500.0,6.7
6542,30,600.0,5.4
6543,30,700.0,4.6
6544,30,800.0,4.0
6545,30,900.0,3.9
6546,30,1000.0,4.0
6547,30,1100.0,4.4
6548,30,1200.0,4.5
6549,30,1300.0,4.5
6550,30,1400.0,3.9
6551,30,1500.0,3.7
6552,30,1600.0,3.6
6553,30,1700.0,3.5
6554,30,1800.0,3.5
6555,30,1900.0,3.1
6556,30,2000.0,3.0
6557,30,2100.0,3.0
6558,30,2200.0,3.5
6559,30,2300.0,3.7
6560,31,0.0,4.0
6561,31,100.0,4.1
6562,31,200.0,5.3
6563,31,300.0,6.4
6564,31,400.0,6.8
6565,31,500.0,7.5
6566,31,600.0,7.5
6567,31,700.0,7.1
6568,31,800.0,6.0
6569,31,900.0,5.5
6570,31,1000.0,4.9
6571,31,1100.0,4.5
6572,31,1200.0,4.2
6573,31,1300.0,4.3
6574,31,1400.0,4.3
6575,31,1500.0,4.4
6576,31,1600.0,4.2
6577,31,1700.0,4.1
6578,31,1800.0,3.7
6579,31,1900.0,3.7
6580,31,2000.0,3.5
6581,31,2100.0,3.8
6582,31,2200.0,4.7
6583,31,2300.0,5.6
6585,1,0.0,7.0
6586,1,100.0,7.4
6587,1,200.0,8.6
6588,1,300.0,9.2
6589,1,400.0,8.8
6590,1,500.0,8.8
6591,1,600.0,8.6
6592,1,700.0,8.2
6593,1,800.0,7.4
6594,1,900.0,6.5
6595,1,1000.0,6.1
6596,1,1100.0,5.6
6597,1,1200.0,5.7
6598,1,1300.0,5.2
6599,1,1400.0,4.6
6600,1,1500.0,4.4
6601,1,1600.0,4.1
6602,1,1700.0,3.8
6603,1,1800.0,3.9
6604,1,1900.0,3.8
6605,1,2000.0,3.5
6606,1,2100.0,4.0
6607,1,2200.0,5.0
6608,1,2300.0,5.9
6609,2,0.0,7.1
6610,2,100.0,8.4
6611,2,200.0,9.5
6612,2,300.0,10.4
6613,2,400.0,10.8
6614,2,500.0,10.2
6615,2,600.0,9.4
6616,2,700.0,8.9
6617,2,800.0,7.9
6618,2,900.0,6.9
6619,2,1000.0,6.9
6620,2,1100.0,7.0
6621,2,1200.0,6.5
6622,2,1300.0,6.3
6623,2,1400.0,5.5
6624,2,1500.0,5.6
6625,2,1600.0,5.5
6626,2,1700.0,5.1
6627,2,1800.0,4.9
6628,2,1900.0,4.3
6629,2,2000.0,4.0
6630,2,2100.0,4.8
6631,2,2200.0,5.6
6632,2,2300.0,7.6
6633,3,0.0,8.6
6634,3,100.0,9.6
6635,3,200.0,10.5
6636,3,300.0,10.7
6637,3,400.0,11.6
6638,3,500.0,11.4
6639,3,600.0,9.9
6640,3,700.0,9.3
6641,3,800.0,8.5
6642,3,900.0,7.4
6643,3,1000.0,6.7
6644,3,1100.0,6.1
6645,3,1200.0,6.0
6646,3,1300.0,5.8
6647,3,1400.0,5.4
6648,3,1500.0,5.2
6649,3,1600.0,5.2
6650,3,1700.0,5.0
6651,3,1800.0,4.8
6652,3,1900.0,4.3
6653,3,2000.0,4.2
6654,3,2100.0,4.6
6655,3,2200.0,6.0
6656,3,2300.0,7.9
6657,4,0.0,9.7
6658,4,100.0,11.2
6659,4,200.0,11.4
6660,4,300.0,11.4
6661,4,400.0,11.0
6662,4,500.0,11.0
6663,4,600.0,10.5
6664,4,700.0,9.6
6665,4,800.0,9.1
6666,4,900.0,8.7
6667,4,1000.0,8.8
6668,4,1100.0,8.3
6669,4,1200.0,7.9
6670,4,1300.0,7.4
6671,4,1400.0,7.1
6672,4,1500.0,7.3
6673,4,1600.0,6.9
6674,4,1700.0,7.4
6675,4,1800.0,7.6
6676,4,1900.0,8.1
6677,4,2000.0,8.4
6678,4,2100.0,8.4
6679,4,2200.0,9.0
6680,4,2300.0,10.1
6681,5,0.0,11.5
6682,5,100.0,12.7
6683,5,200.0,13.6
6684,5,300.0,14.6
6685,5,400.0,14.2
6686,5,500.0,13.7
6687,5,600.0,13.8
6688,5,700.0,13.1
6689,5,800.0,11.7
6690,5,900.0,10.5
6691,5,1000.0,9.9
6692,5,1100.0,10.1
6693,5,1200.0,9.4
6694,5,1300.0,8.9
6695,5,1400.0,8.2
6696,5,1500.0,7.9
6697,5,1600.0,7.7
6698,5,1700.0,7.2
6699,5,1800.0,6.8
6700,5,1900.0,6.5
6701,5,2000.0,6.8
6702,5,2100.0,6.8
6703,5,2200.0,8.3
6704,5,2300.0,8.7
6705,6,0.0,9.2
6706,6,100.0,9.8
6707,6,200.0,10.4
6708,6,300.0,10.0
6709,6,400.0,10.1
6710,6,500.0,10.4
6711,6,600.0,10.6
6712,6,700.0,10.2
6713,6,800.0,10.7
6714,6,900.0,10.9
6715,6,1000.0,10.4
6716,6,1100.0,10.3
6717,6,1200.0,10.5
6718,6,1300.0,10.7
6719,6,1400.0,10.5
6720,6,1500.0,9.6
6721,6,1600.0,9.0
6722,6,1700.0,8.4
6723,6,1800.0,7.5
6724,6,1900.0,6.5
6725,6,2000.0,6.0
6726,6,2100.0,6.1
6727,6,2200.0,7.2
6728,6,2300.0,9.9
6729,7,0.0,11.6
6730,7,100.0,13.8
6731,7,200.0,14.8
6732,7,300.0,16.0
6733,7,400.0,17.0
6734,7,500.0,17.1
6735,7,600.0,17.200001
6736,7,700.0,16.1
6737,7,800.0,15.4
6738,7,900.0,12.5
6739,7,1000.0,11.3
6740,7,1100.0,10.5
6741,7,1200.0,10.3
6742,7,1300.0,10.1
6743,7,1400.0,10.1
6744,7,1500.0,10.0
6745,7,1600.0,10.2
6746,7,1700.0,9.5
6747,7,1800.0,8.9
6748,7,1900.0,8.2
6749,7,2000.0,7.8
6750,7,2100.0,8.1
6751,7,2200.0,9.5
6752,7,2300.0,10.5
6753,8,0.0,11.7
6754,8,100.0,12.6
6755,8,200.0,13.7
6756,8,300.0,14.6
6757,8,400.0,14.7
6758,8,500.0,14.4
6759,8,600.0,12.3
6760,8,700.0,11.5
6761,8,800.0,10.7
6762,8,900.0,10.1
6763,8,1000.0,9.4
6764,8,1100.0,9.1
6765,8,1200.0,8.9
6766,8,1300.0,9.6
6767,8,1400.0,9.6
6768,8,1500.0,9.2
6769,8,1600.0,9.1
6770,8,1700.0,9.0
6771,8,1800.0,8.9
6772,8,1900.0,9.1
6773,8,2000.0,9.6
6774,8,2100.0,10.2
6775,8,2200.0,11.1
6776,8,2300.0,11.9
6777,9,0.0,12.4
6778,9,100.0,13.3
6779,9,200.0,13.7
6780,9,300.0,13.7
6781,9,400.0,14.0
6782,9,500.0,13.8
6783,9,600.0,13.3
6784,9,700.0,10.0
6785,9,800.0,7.9
6786,9,900.0,7.0
6787,9,1000.0,6.9
6788,9,1100.0,6.6
6789,9,1200.0,6.0
6790,9,1300.0,5.3
6791,9,1400.0,5.3
6792,9,1500.0,5.4
6793,9,1600.0,5.4
6794,9,1700.0,5.3
6795,9,1800.0,5.5
6796,9,1900.0,5.5
6797,9,2000.0,5.4
6798,9,2100.0,5.8
6799,9,2200.0,5.8
6800,9,2300.0,6.1
6801,10,0.0,6.3
6802,10,100.0,6.2
6803,10,200.0,6.8
6804,10,300.0,7.6
6805,10,400.0,8.0
6806,10,500.0,8.6
6807,10,600.0,8.8
6808,10,700.0,9.3
6809,10,800.0,9.5
6810,10,900.0,9.0
6811,10,1000.0,8.7
6812,10,1100.0,7.4
6813,10,1200.0,7.0
6814,10,1300.0,6.8
6815,10,1400.0,6.7
6816,10,1500.0,6.6
6817,10,1600.0,6.4
6818,10,1700.0,6.1
6819,10,1800.0,5.8
6820,10,1900.0,5.6
6821,10,2000.0,5.7
6822,10,2100.0,6.2
6823,10,2200.0,7.2
6824,10,2300.0,8.6
6825,11,0.0,9.9
6826,11,100.0,10.7
6827,11,200.0,12.2
6828,11,300.0,12.6
6829,11,400.0,12.9
6830,11,500.0,12.6
6831,11,600.0,11.6
6832,11,700.0,11.7
6833,11,800.0,10.6
6834,11,900.0,9.4
6835,11,1000.0,8.9
6836,11,1100.0,8.5
6837,11,1200.0,8.5
6838,11,1300.0,7.9
6839,11,1400.0,7.5
6840,11,1500.0,7.1
6841,11,1600.0,7.0
6842,11,1700.0,6.7
6843,11,1800.0,6.6
6844,11,1900.0,6.3
6845,11,2000.0,6.3
6846,11,2100.0,7.0
6847,11,2200.0,8.4
6848,11,2300.0,10.1
6849,12,0.0,11.9
6850,12,100.0,12.6
6851,12,200.0,14.1
6852,12,300.0,13.2
6853,12,400.0,14.4
6854,12,500.0,13.9
6855,12,600.0,14.7
6856,12,700.0,12.1
6857,12,800.0,10.5
6858,12,900.0,10.2
6859,12,1000.0,9.6
6860,12,1100.0,8.9
6861,12,1200.0,8.4
6862,12,1300.0,8.2
6863,12,1400.0,7.8
6864,12,1500.0,7.5
6865,12,1600.0,7.3
6866,12,1700.0,7.0
6867,12,1800.0,7.0
6868,12,1900.0,7.0
6869,12,2000.0,7.1
6870,12,2100.0,7.6
6871,12,2200.0,9.0
6872,12,2300.0,10.7
6873,13,0.0,12.7
6874,13,100.0,13.8
6875,13,200.0,14.3
6876,13,300.0,15.4
6877,13,400.0,15.2
6878,13,500.0,15.6
6879,13,600.0,15.3
6880,13,700.0,14.7
6881,13,800.0,12.9
6882,13,900.0,12.0
6883,13,1000.0,11.4
6884,13,1100.0,10.8
6885,13,1200.0,10.5
6886,13,1300.0,10.1
6887,13,1400.0,9.5
6888,13,1500.0,9.6
6889,13,1600.0,9.4
6890,13,1700.0,9.5
6891,13,1800.0,9.7
6892,13,1900.0,8.9
6893,13,2000.0,7.9
6894,13,2100.0,8.0
6895,13,2200.0,8.0
6896,13,2300.0,7.9
6897,14,0.0,7.7
6898,14,100.0,7.8
6899,14,200.0,8.8
6900,14,300.0,11.3
6901,14,400.0,11.4
6902,14,500.0,12.5
6903,14,600.0,12.1
6904,14,700.0,12.0
6905,14,800.0,12.0
6906,14,900.0,10.6
6907,14,1000.0,9.9
6908,14,1100.0,9.3
6909,14,1200.0,9.1
6910,14,1300.0,8.9
6911,14,1400.0,8.5
6912,14,1500.0,8.4
6913,14,1600.0,8.2
6914,14,1700.0,7.9
6915,14,1800.0,7.7
6916,14,1900.0,7.4
6917,14,2000.0,7.2
6918,14,2100.0,7.4
6919,14,2200.0,9.4
6920,14,2300.0,11.8
6921,15,0.0,11.0
6922,15,100.0,12.6
6923,15,200.0,12.9
6924,15,300.0,14.2
6925,15,400.0,14.5
6926,15,500.0,14.2
6927,15,600.0,14.4
6928,15,700.0,14.4
6929,15,800.0,13.3
6930,15,900.0,11.8
6931,15,1000.0,11.3
6932,15,1100.0,11.0
6933,15,1200.0,10.9
6934,15,1300.0,10.6
6935,15,1400.0,10.4
6936,15,1500.0,9.8
6937,15,1600.0,9.5
6938,15,1700.0,9.0
6939,15,1800.0,8.5
6940,15,1900.0,8.3
6941,15,2000.0,8.2
6942,15,2100.0,9.9
6943,15,2200.0,12.3
6944,15,2300.0,14.8
6945,16,0.0,16.4
6946,16,100.0,17.4
6947,16,200.0,17.799999
6948,16,300.0,18.4
6949,16,400.0,19.799999
6950,16,500.0,19.1
6951,16,600.0,19.5
6952,16,700.0,18.700001
6953,16,800.0,15.8
6954,16,900.0,15.4
6955,16,1000.0,15.0
6956,16,1100.0,15.0
6957,16,1200.0,14.0
6958,16,1300.0,13.3
6959,16,1400.0,12.0
6960,16,1500.0,12.1
6961,16,1600.0,12.1
6962,16,1700.0,11.1
6963,16,1800.0,10.7
6964,16,1900.0,10.9
6965,16,2000.0,10.2
6966,16,2100.0,11.1
6967,16,2200.0,13.1
6968,16,2300.0,15.1
6969,17,0.0,16.5
6970,17,100.0,18.1
6971,17,200.0,18.299999
6972,17,300.0,18.299999
6973,17,400.0,18.1
6974,17,500.0,17.799999
6975,17,600.0,17.799999
6976,17,700.0,16.6
6977,17,800.0,15.4
6978,17,900.0,13.6
6979,17,1000.0,13.0
6980,17,1100.0,12.8
6981,17,1200.0,12.5
6982,17,1300.0,11.8
6983,17,1400.0,11.8
6984,17,1500.0,11.9
6985,17,1600.0,12.1
6986,17,1700.0,11.8
6987,17,1800.0,11.4
6988,17,1900.0,11.2
6989,17,2000.0,11.0
6990,17,2100.0,11.3
6991,17,2200.0,12.3
6992,17,2300.0,12.8
6993,18,0.0,13.0
6994,18,100.0,13.1
6995,18,200.0,13.0
6996,18,300.0,14.8
6997,18,400.0,13.0
6998,18,500.0,12.0
6999,18,600.0,11.5
7000,18,700.0,11.2
7001,18,800.0,10.8
7002,18,900.0,10.8
7003,18,1000.0,10.7
7004,18,1100.0,10.4
7005,18,1200.0,10.0
7006,18,1300.0,9.8
7007,18,1400.0,10.2
7008,18,1500.0,10.4
7009,18,1600.0,10.2
7010,18,1700.0,10.1
7011,18,1800.0,10.4
7012,18,1900.0,10.2
7013,18,2000.0,10.0
7014,18,2100.0,10.3
7015,18,2200.0,11.2
7016,18,2300.0,12.5
7017,19,0.0,13.2
7018,19,100.0,13.6
7019,19,200.0,14.1
7020,19,300.0,15.6
7021,19,400.0,17.200001
7022,19,500.0,18.1
7023,19,600.0,18.5
7024,19,700.0,18.4
7025,19,800.0,17.799999
7026,19,900.0,16.1
7027,19,1000.0,14.0
7028,19,1100.0,13.4
7029,19,1200.0,13.6
7030,19,1300.0,13.5
7031,19,1400.0,13.0
7032,19,1500.0,12.5
7033,19,1600.0,12.0
7034,19,1700.0,11.7
7035,19,1800.0,11.7
7036,19,1900.0,11.4
7037,19,2000.0,11.5
7038,19,2100.0,11.9
7039,19,2200.0,12.5
7040,19,2300.0,13.3
7041,20,0.0,14.8
7042,20,100.0,15.4
7043,20,200.0,16.1
7044,20,300.0,16.799999
7045,20,400.0,17.299999
7046,20,500.0,16.1
7047,20,600.0,15.5
7048,20,700.0,14.4
7049,20,800.0,13.7
7050,20,900.0,13.8
7051,20,1000.0,12.8
7052,20,1100.0,12.4
7053,20,1200.0,12.2
7054,20,1300.0,12.3
7055,20,1400.0,12.0
7056,20,1500.0,12.1
7057,20,1600.0,11.7
7058,20,1700.0,11.7
7059,20,1800.0,11.3
7060,20,1900.0,11.2
7061,20,2000.0,11.6
7062,20,2100.0,12.1
7063,20,2200.0,12.0
7064,20,2300.0,11.9
7065,21,0.0,12.3
7066,21,100.0,12.7
7067,21,200.0,12.9
7068,21,300.0,14.5
7069,21,400.0,15.2
7070,21,500.0,15.7
7071,21,600.0,15.6
7072,21,700.0,15.5
7073,21,800.0,14.5
7074,21,900.0,13.1
7075,21,1000.0,12.6
7076,21,1100.0,11.2
7077,21,1200.0,11.3
7078,21,1300.0,11.0
7079,21,1400.0,10.6
7080,21,1500.0,10.7
7081,21,1600.0,10.6
7082,21,1700.0,10.5
7083,21,1800.0,10.1
7084,21,1900.0,10.4
7085,21,2000.0,10.2
7086,21,2100.0,10.8
7087,21,2200.0,12.3
7088,21,2300.0,-50.0
7089,22,0.0,15.9
7090,22,100.0,18.0
7091,22,200.0,20.5
7092,22,300.0,22.299999
7093,22,400.0,24.0
7094,22,500.0,25.1
7095,22,600.0,23.700001
7096,22,700.0,23.700001
7097,22,800.0,20.6
7098,22,900.0,18.9
7099,22,1000.0,16.6
7100,22,1100.0,15.9
7101,22,1200.0,15.4
7102,22,1300.0,15.0
7103,22,1400.0,13.8
7104,22,1500.0,13.8
7105,22,1600.0,14.0
7106,22,1700.0,13.8
7107,22,1800.0,13.8
7108,22,1900.0,14.1
7109,22,2000.0,14.7
7110,22,2100.0,15.5
7111,22,2200.0,18.0
7112,22,2300.0,18.200001
7113,23,0.0,20.1
7114,23,100.0,21.799999
7115,23,200.0,22.200001
7116,23,300.0,22.1
7117,23,400.0,21.299999
7118,23,500.0,21.9
7119,23,600.0,21.700001
7120,23,700.0,21.299999
7121,23,800.0,16.6
7122,23,900.0,16.5
7123,23,1000.0,16.4
7124,23,1100.0,16.4
7125,23,1200.0,16.200001
7126,23,1300.0,15.6
7127,23,1400.0,15.7
7128,23,1500.0,14.8
7129,23,1600.0,14.6
7130,23,1700.0,14.9
7131,23,1800.0,14.9
7132,23,1900.0,14.9
7133,23,2000.0,15.3
7134,23,2100.0,14.3
7135,23,2200.0,14.7
7136,23,2300.0,15.6
7137,24,0.0,16.799999
7138,24,100.0,18.6
7139,24,200.0,20.700001
7140,24,300.0,20.6
7141,24,400.0,21.200001
7142,24,500.0,21.4
7143,24,600.0,20.299999
7144,24,700.0,20.4
7145,24,800.0,17.9
7146,24,900.0,15.5
7147,24,1000.0,14.4
7148,24,1100.0,13.8
7149,24,1200.0,13.0
7150,24,1300.0,13.5
7151,24,1400.0,13.5
7152,24,1500.0,13.6
7153,24,1600.0,13.7
7154,24,1700.0,14.2
7155,24,1800.0,14.1
7156,24,1900.0,14.5
7157,24,2000.0,14.1
7158,24,2100.0,14.1
7159,24,2200.0,14.8
7160,24,2300.0,16.6
7161,25,0.0,16.799999
7162,25,100.0,15.1
7163,25,200.0,15.0
7164,25,300.0,14.1
7165,25,400.0,13.4
7166,25,500.0,13.5
7167,25,600.0,12.2
7168,25,700.0,11.3
7169,25,800.0,11.5
7170,25,900.0,11.1
7171,25,1000.0,9.6
7172,25,1100.0,9.0
7173,25,1200.0,8.5
7174,25,1300.0,8.3
7175,25,1400.0,8.0
7176,25,1500.0,7.8
7177,25,1600.0,7.8
7178,25,1700.0,7.7
7179,25,1800.0,7.7
7180,25,1900.0,7.6
7181,25,2000.0,7.8
7182,25,2100.0,8.0
7183,25,2200.0,8.3
7184,25,2300.0,8.5
7185,26,0.0,8.3
7186,26,100.0,8.5
7187,26,200.0,8.7
7188,26,300.0,9.1
7189,26,400.0,9.1
7190,26,500.0,9.0
7191,26,600.0,9.3
7192,26,700.0,9.5
7193,26,800.0,9.7
7194,26,900.0,9.6
7195,26,1000.0,9.3
7196,26,1100.0,8.8
7197,26,1200.0,8.3
7198,26,1300.0,8.0
7199,26,1400.0,7.7
7200,26,1500.0,7.3
7201,26,1600.0,7.1
7202,26,1700.0,6.7
7203,26,1800.0,6.5
7204,26,1900.0,6.2
7205,26,2000.0,6.4
7206,26,2100.0,7.5
7207,26,2200.0,9.0
7208,26,2300.0,10.3
7209,27,0.0,11.6
7210,27,100.0,13.0
7211,27,200.0,14.2
7212,27,300.0,15.1
